Codigo; Precio ;FECHA INICIO;FECHA FIN;CODIG LOCAL
558290; 3.96 ;25/03/2022;22/04/2022;DR4
558297; 4.11 ;25/03/2022;22/04/2022;DR4
558201; 3.12 ;25/03/2022;22/04/2022;DR4
558478; 6.62 ;25/03/2022;22/04/2022;DR4
558244; 18.27 ;25/03/2022;22/04/2022;DR4
558247; 18.34 ;25/03/2022;22/04/2022;DR4
558245; 11.98 ;25/03/2022;22/04/2022;DR4
558246; 12.76 ;25/03/2022;22/04/2022;DR4
555640; 1.54 ;25/03/2022;22/04/2022;DR4
555641; 1.48 ;25/03/2022;22/04/2022;DR4
558262; 44.69 ;25/03/2022;22/04/2022;DR4
527792; 12.98 ;25/03/2022;22/04/2022;DR4
521471; 2.09 ;25/03/2022;22/04/2022;DR4
526978; 2.68 ;25/03/2022;22/04/2022;DR4
558606; 15.13 ;25/03/2022;22/04/2022;DR4
558605; 16.83 ;25/03/2022;22/04/2022;DR4
558366; 44.12 ;25/03/2022;22/04/2022;DR4
515015; 11.77 ;25/03/2022;22/04/2022;DR4
256626; 7.62 ;25/03/2022;22/04/2022;DR4
256624; 7.61 ;25/03/2022;22/04/2022;DR4
256620; 7.60 ;25/03/2022;22/04/2022;DR4
252515; 46.26 ;25/03/2022;22/04/2022;DR4
558505; 15.28 ;25/03/2022;22/04/2022;DR4
256990; 4.07 ;25/03/2022;22/04/2022;DR4
558275; 28.80 ;25/03/2022;22/04/2022;DR4
558504; 44.59 ;25/03/2022;22/04/2022;DR4
528392; 6.46 ;25/03/2022;22/04/2022;DR4
527839; 0.58 ;25/03/2022;22/04/2022;DR4
527841; 2.41 ;25/03/2022;22/04/2022;DR4
527842; 1.71 ;25/03/2022;22/04/2022;DR4
527533; 27.82 ;25/03/2022;22/04/2022;DR4
214181; 19.69 ;25/03/2022;22/04/2022;DR4
257821; 5.37 ;25/03/2022;22/04/2022;DR4
257889; 8.83 ;25/03/2022;22/04/2022;DR4
513765; 0.25 ;25/03/2022;22/04/2022;DR4
555594; 0.42 ;25/03/2022;22/04/2022;DR4
253955; 7.25 ;25/03/2022;22/04/2022;DR4
527881; 0.70 ;25/03/2022;22/04/2022;DR4
522848; 0.35 ;25/03/2022;22/04/2022;DR4
256030; 11.09 ;25/03/2022;22/04/2022;DR4
256029; 10.56 ;25/03/2022;22/04/2022;DR4
256051; 7.89 ;25/03/2022;22/04/2022;DR4
558978; 8.38 ;25/03/2022;22/04/2022;DR4
513763; 0.47 ;25/03/2022;22/04/2022;DR4
527796; 2.33 ;25/03/2022;22/04/2022;DR4
256994; 6.10 ;25/03/2022;22/04/2022;DR4
558744; 10.37 ;25/03/2022;22/04/2022;DR4
567353; 18.93 ;25/03/2022;22/04/2022;DR4
567354; 13.71 ;25/03/2022;22/04/2022;DR4
567352; 18.37 ;25/03/2022;22/04/2022;DR4
241535; 82.10 ;25/03/2022;22/04/2022;DR4
249565; 7.83 ;25/03/2022;22/04/2022;DR4
247563; 5.64 ;25/03/2022;22/04/2022;DR4
247567; 5.93 ;25/03/2022;22/04/2022;DR4
556635; 36.56 ;25/03/2022;22/04/2022;DR4
558935; 45.34 ;25/03/2022;22/04/2022;DR4
528597; 52.00 ;25/03/2022;22/04/2022;DR4
555185; 46.47 ;25/03/2022;22/04/2022;DR4
243074; 17.05 ;25/03/2022;22/04/2022;DR4
243075; 16.98 ;25/03/2022;22/04/2022;DR4
579808; 36.14 ;25/03/2022;22/04/2022;DR4
572041; 6.18 ;25/03/2022;22/04/2022;DR4
558502; 37.43 ;25/03/2022;22/04/2022;DR4
525931; 3.65 ;25/03/2022;22/04/2022;DR4
525205; 3.18 ;25/03/2022;22/04/2022;DR4
571784; 6.90 ;25/03/2022;22/04/2022;DR4
557597; 19.30 ;25/03/2022;22/04/2022;DR4
571785; 6.97 ;25/03/2022;22/04/2022;DR4
558687; 1.40 ;25/03/2022;22/04/2022;DR4
559059; 14.97 ;25/03/2022;22/04/2022;DR4
558503; 25.18 ;25/03/2022;22/04/2022;DR4
527926; 4.17 ;25/03/2022;22/04/2022;DR4
512350; 3.78 ;25/03/2022;22/04/2022;DR4
559020; 2.54 ;25/03/2022;22/04/2022;DR4
256183; 23.09 ;25/03/2022;22/04/2022;DR4
558781; 3.15 ;25/03/2022;22/04/2022;DR4
526852; 13.69 ;25/03/2022;22/04/2022;DR4
258189; 20.45 ;25/03/2022;22/04/2022;DR4
258188; 12.20 ;25/03/2022;22/04/2022;DR4
258190; 14.28 ;25/03/2022;22/04/2022;DR4
527023; 3.72 ;25/03/2022;22/04/2022;DR4
528317; 4.91 ;25/03/2022;22/04/2022;DR4
527899; 18.82 ;25/03/2022;22/04/2022;DR4
559003; 5.84 ;25/03/2022;22/04/2022;DR4
559006; 8.02 ;25/03/2022;22/04/2022;DR4
559008; 5.73 ;25/03/2022;22/04/2022;DR4
559001; 5.72 ;25/03/2022;22/04/2022;DR4
559052; 26.42 ;25/03/2022;22/04/2022;DR4
526608; 5.66 ;25/03/2022;22/04/2022;DR4
558959; 0.85 ;25/03/2022;22/04/2022;DR4
559009; 5.96 ;25/03/2022;22/04/2022;DR4
249569; 32.62 ;25/03/2022;22/04/2022;DR4
526858; 4.04 ;25/03/2022;22/04/2022;DR4
559358; 23.01 ;25/03/2022;22/04/2022;DR4
259606; 5.92 ;25/03/2022;22/04/2022;DR4
559084; 10.74 ;25/03/2022;22/04/2022;DR4
559079; 6.22 ;25/03/2022;22/04/2022;DR4
559081; 4.93 ;25/03/2022;22/04/2022;DR4
559080; 4.34 ;25/03/2022;22/04/2022;DR4
242269; 27.51 ;25/03/2022;22/04/2022;DR4
258087; 1.65 ;25/03/2022;22/04/2022;DR4
229198; 8.48 ;25/03/2022;22/04/2022;DR4
510869; 2.43 ;25/03/2022;22/04/2022;DR4
559215; 11.04 ;25/03/2022;22/04/2022;DR4
559130; 86.08 ;25/03/2022;22/04/2022;DR4
558686; 4.24 ;25/03/2022;22/04/2022;DR4
526791; 2.90 ;25/03/2022;22/04/2022;DR4
526550; 2.12 ;25/03/2022;22/04/2022;DR4
255389; 1.94 ;25/03/2022;22/04/2022;DR4
559381; 8.08 ;25/03/2022;22/04/2022;DR4
526604; 5.66 ;25/03/2022;22/04/2022;DR4
221104; 33.71 ;25/03/2022;22/04/2022;DR4
526609; 5.66 ;25/03/2022;22/04/2022;DR4
559374; 6.62 ;25/03/2022;22/04/2022;DR4
572784; 14.23 ;25/03/2022;22/04/2022;DR4
247347; 30.63 ;25/03/2022;22/04/2022;DR4
216277; 4.00 ;25/03/2022;22/04/2022;DR4
258980; 4.21 ;25/03/2022;22/04/2022;DR4
526012; 3.86 ;25/03/2022;22/04/2022;DR4
562379; 13.54 ;25/03/2022;22/04/2022;DR4
257723; 9.16 ;25/03/2022;22/04/2022;DR4
558501; 22.65 ;25/03/2022;22/04/2022;DR4
239133; 4.51 ;25/03/2022;22/04/2022;DR4
260078; 10.50 ;25/03/2022;22/04/2022;DR4
259767; 7.95 ;25/03/2022;22/04/2022;DR4
558794; 14.06 ;25/03/2022;22/04/2022;DR4
558690; 31.97 ;25/03/2022;22/04/2022;DR4
559257; 46.30 ;25/03/2022;22/04/2022;DR4
559637; 10.54 ;25/03/2022;22/04/2022;DR4
526844; 21.26 ;25/03/2022;22/04/2022;DR4
558500; 15.59 ;25/03/2022;22/04/2022;DR4
667422; 9.56 ;25/03/2022;22/04/2022;DR4
525475; 3.78 ;25/03/2022;22/04/2022;DR4
526606; 5.66 ;25/03/2022;22/04/2022;DR4
528237; 1.69 ;25/03/2022;22/04/2022;DR4
528236; 1.70 ;25/03/2022;22/04/2022;DR4
527804; 2.59 ;25/03/2022;22/04/2022;DR4
527805; 7.21 ;25/03/2022;22/04/2022;DR4
131770; 6.97 ;25/03/2022;22/04/2022;DR4
231354; 1.12 ;25/03/2022;22/04/2022;DR4
231355; 1.21 ;25/03/2022;22/04/2022;DR4
249567; 15.27 ;25/03/2022;22/04/2022;DR4
138772; 2.41 ;25/03/2022;22/04/2022;DR4
525385; 10.16 ;25/03/2022;22/04/2022;DR4
258619; 27.98 ;25/03/2022;22/04/2022;DR4
527800; 21.63 ;25/03/2022;22/04/2022;DR4
257728; 5.75 ;25/03/2022;22/04/2022;DR4
520573; 15.79 ;25/03/2022;22/04/2022;DR4
526591; 4.76 ;25/03/2022;22/04/2022;DR4
558945; 29.63 ;25/03/2022;22/04/2022;DR4
528401; 1.00 ;25/03/2022;22/04/2022;DR4
528402; 1.68 ;25/03/2022;22/04/2022;DR4
528403; 1.66 ;25/03/2022;22/04/2022;DR4
570734; 1.37 ;25/03/2022;22/04/2022;DR4
260419; 5.56 ;25/03/2022;22/04/2022;DR4
260418; 5.36 ;25/03/2022;22/04/2022;DR4
562884; 7.86 ;25/03/2022;22/04/2022;DR4
562885; 7.34 ;25/03/2022;22/04/2022;DR4
229507; 4.38 ;25/03/2022;22/04/2022;DR4
527848; 4.49 ;25/03/2022;22/04/2022;DR4
256993; 0.94 ;25/03/2022;22/04/2022;DR4
526086; 2.42 ;25/03/2022;22/04/2022;DR4
526874; 2.53 ;25/03/2022;22/04/2022;DR4
558759; 11.23 ;25/03/2022;22/04/2022;DR4
212937; 10.73 ;25/03/2022;22/04/2022;DR4
526595; 7.43 ;25/03/2022;22/04/2022;DR4
526596; 7.49 ;25/03/2022;22/04/2022;DR4
528117; 0.78 ;25/03/2022;22/04/2022;DR4
527106; 3.68 ;25/03/2022;22/04/2022;DR4
527107; 5.27 ;25/03/2022;22/04/2022;DR4
528520; 1.29 ;25/03/2022;22/04/2022;DR4
527829; 1.67 ;25/03/2022;22/04/2022;DR4
527830; 0.92 ;25/03/2022;22/04/2022;DR4
526379; 3.20 ;25/03/2022;22/04/2022;DR4
559188; 6.55 ;25/03/2022;22/04/2022;DR4
258979; 2.32 ;25/03/2022;22/04/2022;DR4
527414; 7.87 ;25/03/2022;22/04/2022;DR4
527799; 9.99 ;25/03/2022;22/04/2022;DR4
527793; 13.64 ;25/03/2022;22/04/2022;DR4
156500; 14.53 ;25/03/2022;22/04/2022;DR4
528357; 33.45 ;25/03/2022;22/04/2022;DR4
559687; 28.60 ;25/03/2022;22/04/2022;DR4
513332; 17.58 ;25/03/2022;22/04/2022;DR4
513445; 11.04 ;25/03/2022;22/04/2022;DR4
559731; 16.52 ;25/03/2022;22/04/2022;DR4
559014; 5.45 ;25/03/2022;22/04/2022;DR4
559289; 16.95 ;25/03/2022;22/04/2022;DR4
525345; 55.70 ;25/03/2022;22/04/2022;DR4
525341; 22.32 ;25/03/2022;22/04/2022;DR4
559286; 16.86 ;25/03/2022;22/04/2022;DR4
559287; 10.45 ;25/03/2022;22/04/2022;DR4
559288; 16.83 ;25/03/2022;22/04/2022;DR4
556620; 0.56 ;25/03/2022;22/04/2022;DR4
559521; 7.96 ;25/03/2022;22/04/2022;DR4
559522; 4.72 ;25/03/2022;22/04/2022;DR4
525495; 20.63 ;25/03/2022;22/04/2022;DR4
525496; 19.80 ;25/03/2022;22/04/2022;DR4
525340; 52.20 ;25/03/2022;22/04/2022;DR4
525342; 88.65 ;25/03/2022;22/04/2022;DR4
525338; 27.15 ;25/03/2022;22/04/2022;DR4
525343; 8.00 ;25/03/2022;22/04/2022;DR4
525339; 56.40 ;25/03/2022;22/04/2022;DR4
525344; 32.85 ;25/03/2022;22/04/2022;DR4
557450; 0.41 ;25/03/2022;22/04/2022;DR4
513742; 1.59 ;25/03/2022;22/04/2022;DR4
525685; 1.39 ;25/03/2022;22/04/2022;DR4
264797; 56.15 ;25/03/2022;22/04/2022;DR4
559523; 7.99 ;25/03/2022;22/04/2022;DR4
525402; 1.68 ;25/03/2022;22/04/2022;DR4
514937; 6.22 ;25/03/2022;22/04/2022;DR4
525349; 4.66 ;25/03/2022;22/04/2022;DR4
525419; 5.08 ;25/03/2022;22/04/2022;DR4
525350; 6.44 ;25/03/2022;22/04/2022;DR4
527607; 9.15 ;25/03/2022;22/04/2022;DR4
528008; 5.88 ;25/03/2022;22/04/2022;DR4
528022; 7.83 ;25/03/2022;22/04/2022;DR4
525418; 1.65 ;25/03/2022;22/04/2022;DR4
525383; 2.51 ;25/03/2022;22/04/2022;DR4
526941; 2.08 ;25/03/2022;22/04/2022;DR4
527037; 0.50 ;25/03/2022;22/04/2022;DR4
525377; 2.80 ;25/03/2022;22/04/2022;DR4
131220; 10.23 ;25/03/2022;22/04/2022;DR4
525424; 58.62 ;25/03/2022;22/04/2022;DR4
514784; 1.41 ;25/03/2022;22/04/2022;DR4
514782; 0.63 ;25/03/2022;22/04/2022;DR4
514779; 1.31 ;25/03/2022;22/04/2022;DR4
514783; 0.65 ;25/03/2022;22/04/2022;DR4
514780; 0.70 ;25/03/2022;22/04/2022;DR4
525469; 9.63 ;25/03/2022;22/04/2022;DR4
525470; 14.47 ;25/03/2022;22/04/2022;DR4
525471; 7.64 ;25/03/2022;22/04/2022;DR4
537405; 30.74 ;25/03/2022;22/04/2022;DR4
245946; 1.02 ;25/03/2022;22/04/2022;DR4
245947; 2.16 ;25/03/2022;22/04/2022;DR4
245352; 0.88 ;25/03/2022;22/04/2022;DR4
528470; 10.07 ;25/03/2022;22/04/2022;DR4
528414; 8.33 ;25/03/2022;22/04/2022;DR4
141698; 0.61 ;25/03/2022;22/04/2022;DR4
138249; 8.73 ;25/03/2022;22/04/2022;DR4
139332; 11.77 ;25/03/2022;22/04/2022;DR4
139342; 3.31 ;25/03/2022;22/04/2022;DR4
221814; 6.99 ;25/03/2022;22/04/2022;DR4
222705; 2.72 ;25/03/2022;22/04/2022;DR4
224033; 4.17 ;25/03/2022;22/04/2022;DR4
224495; 19.04 ;25/03/2022;22/04/2022;DR4
212282; 2.88 ;25/03/2022;22/04/2022;DR4
212286; 2.71 ;25/03/2022;22/04/2022;DR4
137845; 4.71 ;25/03/2022;22/04/2022;DR4
217265; 5.90 ;25/03/2022;22/04/2022;DR4
215163; 5.01 ;25/03/2022;22/04/2022;DR4
136786; 7.32 ;25/03/2022;22/04/2022;DR4
140672; 0.96 ;25/03/2022;22/04/2022;DR4
140719; 1.31 ;25/03/2022;22/04/2022;DR4
141624; 0.39 ;25/03/2022;22/04/2022;DR4
141625; 0.44 ;25/03/2022;22/04/2022;DR4
141685; 0.76 ;25/03/2022;22/04/2022;DR4
141686; 0.51 ;25/03/2022;22/04/2022;DR4
141687; 0.42 ;25/03/2022;22/04/2022;DR4
141688; 0.60 ;25/03/2022;22/04/2022;DR4
141689; 0.36 ;25/03/2022;22/04/2022;DR4
141690; 0.56 ;25/03/2022;22/04/2022;DR4
141691; 0.42 ;25/03/2022;22/04/2022;DR4
141692; 0.60 ;25/03/2022;22/04/2022;DR4
141693; 1.03 ;25/03/2022;22/04/2022;DR4
141694; 0.96 ;25/03/2022;22/04/2022;DR4
141695; 1.36 ;25/03/2022;22/04/2022;DR4
141697; 0.66 ;25/03/2022;22/04/2022;DR4
141699; 1.37 ;25/03/2022;22/04/2022;DR4
139798; 11.34 ;25/03/2022;22/04/2022;DR4
224742; 1.23 ;25/03/2022;22/04/2022;DR4
227150; 4.14 ;25/03/2022;22/04/2022;DR4
228090; 4.75 ;25/03/2022;22/04/2022;DR4
228091; 4.17 ;25/03/2022;22/04/2022;DR4
228144; 5.60 ;25/03/2022;22/04/2022;DR4
227401; 4.80 ;25/03/2022;22/04/2022;DR4
124184; 3.09 ;25/03/2022;22/04/2022;DR4
141905; 5.86 ;25/03/2022;22/04/2022;DR4
141911; 0.51 ;25/03/2022;22/04/2022;DR4
141913; 0.94 ;25/03/2022;22/04/2022;DR4
162251; 4.06 ;25/03/2022;22/04/2022;DR4
163878; 16.44 ;25/03/2022;22/04/2022;DR4
206315; 6.81 ;25/03/2022;22/04/2022;DR4
134236; 2.48 ;25/03/2022;22/04/2022;DR4
134103; 5.96 ;25/03/2022;22/04/2022;DR4
201527; 1.52 ;25/03/2022;22/04/2022;DR4
201529; 1.52 ;25/03/2022;22/04/2022;DR4
202430; 6.43 ;25/03/2022;22/04/2022;DR4
202694; 7.76 ;25/03/2022;22/04/2022;DR4
206323; 19.36 ;25/03/2022;22/04/2022;DR4
206327; 12.62 ;25/03/2022;22/04/2022;DR4
135128; 1.77 ;25/03/2022;22/04/2022;DR4
206319; 14.23 ;25/03/2022;22/04/2022;DR4
206322; 5.76 ;25/03/2022;22/04/2022;DR4
131895; 6.97 ;25/03/2022;22/04/2022;DR4
195239; 9.64 ;25/03/2022;22/04/2022;DR4
132489; 0.81 ;25/03/2022;22/04/2022;DR4
197644; 3.55 ;25/03/2022;22/04/2022;DR4
197645; 3.73 ;25/03/2022;22/04/2022;DR4
141696; 1.05 ;25/03/2022;22/04/2022;DR4
133873; 10.58 ;25/03/2022;22/04/2022;DR4
524543; 2.85 ;25/03/2022;22/04/2022;DR4
524541; 0.68 ;25/03/2022;22/04/2022;DR4
522616; 2.24 ;25/03/2022;22/04/2022;DR4
522615; 6.10 ;25/03/2022;22/04/2022;DR4
537059; 2.15 ;25/03/2022;22/04/2022;DR4
537058; 4.91 ;25/03/2022;22/04/2022;DR4
537051; 5.09 ;25/03/2022;22/04/2022;DR4
522571; 2.51 ;25/03/2022;22/04/2022;DR4
522570; 2.25 ;25/03/2022;22/04/2022;DR4
522569; 2.38 ;25/03/2022;22/04/2022;DR4
522561; 2.51 ;25/03/2022;22/04/2022;DR4
522559; 2.29 ;25/03/2022;22/04/2022;DR4
552972; 12.90 ;25/03/2022;22/04/2022;DR4
554708; 1.64 ;25/03/2022;22/04/2022;DR4
570513; 9.16 ;25/03/2022;22/04/2022;DR4
570514; 3.54 ;25/03/2022;22/04/2022;DR4
570518; 4.88 ;25/03/2022;22/04/2022;DR4
558428; 5.76 ;25/03/2022;22/04/2022;DR4
558393; 11.51 ;25/03/2022;22/04/2022;DR4
558392; 11.59 ;25/03/2022;22/04/2022;DR4
558391; 3.79 ;25/03/2022;22/04/2022;DR4
559433; 5.50 ;25/03/2022;22/04/2022;DR4
558445; 3.29 ;25/03/2022;22/04/2022;DR4
558444; 3.87 ;25/03/2022;22/04/2022;DR4
558434; 3.65 ;25/03/2022;22/04/2022;DR4
510758; 0.63 ;25/03/2022;22/04/2022;DR4
577245; 4.75 ;25/03/2022;22/04/2022;DR4
577206; 8.19 ;25/03/2022;22/04/2022;DR4
579495; 4.97 ;25/03/2022;22/04/2022;DR4
579493; 4.97 ;25/03/2022;22/04/2022;DR4
579490; 11.58 ;25/03/2022;22/04/2022;DR4
579488; 11.62 ;25/03/2022;22/04/2022;DR4
552988; 0.54 ;25/03/2022;22/04/2022;DR4
521365; 13.45 ;25/03/2022;22/04/2022;DR4
521367; 1.99 ;25/03/2022;22/04/2022;DR4
522635; 4.58 ;25/03/2022;22/04/2022;DR4
557430; 6.43 ;25/03/2022;22/04/2022;DR4
553278; 0.51 ;25/03/2022;22/04/2022;DR4
554777; 10.69 ;25/03/2022;22/04/2022;DR4
554776; 5.72 ;25/03/2022;22/04/2022;DR4
573358; 3.29 ;25/03/2022;22/04/2022;DR4
558454; 5.26 ;25/03/2022;22/04/2022;DR4
558453; 50.53 ;25/03/2022;22/04/2022;DR4
559481; 6.78 ;25/03/2022;22/04/2022;DR4
559474; 3.32 ;25/03/2022;22/04/2022;DR4
559473; 5.10 ;25/03/2022;22/04/2022;DR4
559472; 6.84 ;25/03/2022;22/04/2022;DR4
558506; 31.01 ;25/03/2022;22/04/2022;DR4
511436; 0.62 ;25/03/2022;22/04/2022;DR4
511432; 1.79 ;25/03/2022;22/04/2022;DR4
511427; 2.05 ;25/03/2022;22/04/2022;DR4
511426; 2.07 ;25/03/2022;22/04/2022;DR4
522370; 8.22 ;25/03/2022;22/04/2022;DR4
522367; 10.14 ;25/03/2022;22/04/2022;DR4
522357; 2.45 ;25/03/2022;22/04/2022;DR4
263444; 3.39 ;25/03/2022;22/04/2022;DR4
263443; 5.28 ;25/03/2022;22/04/2022;DR4
263442; 5.29 ;25/03/2022;22/04/2022;DR4
554596; 5.50 ;25/03/2022;22/04/2022;DR4
554587; 0.68 ;25/03/2022;22/04/2022;DR4
552786; 1.93 ;25/03/2022;22/04/2022;DR4
554552; 12.06 ;25/03/2022;22/04/2022;DR4
552805; 1.45 ;25/03/2022;22/04/2022;DR4
552803; 6.57 ;25/03/2022;22/04/2022;DR4
559321; 12.96 ;25/03/2022;22/04/2022;DR4
559320; 15.43 ;25/03/2022;22/04/2022;DR4
559319; 20.03 ;25/03/2022;22/04/2022;DR4
564643; 10.54 ;25/03/2022;22/04/2022;DR4
559318; 12.97 ;25/03/2022;22/04/2022;DR4
559317; 12.98 ;25/03/2022;22/04/2022;DR4
559316; 1.18 ;25/03/2022;22/04/2022;DR4
559297; 4.12 ;25/03/2022;22/04/2022;DR4
573054; 1.31 ;25/03/2022;22/04/2022;DR4
570080; 3.81 ;25/03/2022;22/04/2022;DR4
570078; 12.70 ;25/03/2022;22/04/2022;DR4
570076; 5.22 ;25/03/2022;22/04/2022;DR4
570075; 5.77 ;25/03/2022;22/04/2022;DR4
570074; 9.37 ;25/03/2022;22/04/2022;DR4
570048; 9.48 ;25/03/2022;22/04/2022;DR4
558289; 1.12 ;25/03/2022;22/04/2022;DR4
556605; 14.67 ;25/03/2022;22/04/2022;DR4
556577; 12.75 ;25/03/2022;22/04/2022;DR4
558293; 7.84 ;25/03/2022;22/04/2022;DR4
559296; 4.41 ;25/03/2022;22/04/2022;DR4
559294; 3.52 ;25/03/2022;22/04/2022;DR4
559291; 3.44 ;25/03/2022;22/04/2022;DR4
558315; 13.52 ;25/03/2022;22/04/2022;DR4
558306; 22.22 ;25/03/2022;22/04/2022;DR4
558301; 15.10 ;25/03/2022;22/04/2022;DR4
558299; 2.88 ;25/03/2022;22/04/2022;DR4
558298; 1.96 ;25/03/2022;22/04/2022;DR4
558296; 4.11 ;25/03/2022;22/04/2022;DR4
558294; 2.31 ;25/03/2022;22/04/2022;DR4
261072; 10.77 ;25/03/2022;22/04/2022;DR4
575888; 0.40 ;25/03/2022;22/04/2022;DR4
510430; 13.49 ;25/03/2022;22/04/2022;DR4
522383; 5.14 ;25/03/2022;22/04/2022;DR4
552898; 2.84 ;25/03/2022;22/04/2022;DR4
552878; 45.25 ;25/03/2022;22/04/2022;DR4
552873; 11.02 ;25/03/2022;22/04/2022;DR4
552872; 8.53 ;25/03/2022;22/04/2022;DR4
552871; 4.85 ;25/03/2022;22/04/2022;DR4
535414; 0.32 ;25/03/2022;22/04/2022;DR4
535413; 0.55 ;25/03/2022;22/04/2022;DR4
535412; 1.30 ;25/03/2022;22/04/2022;DR4
535411; 2.35 ;25/03/2022;22/04/2022;DR4
570084; 13.54 ;25/03/2022;22/04/2022;DR4
559389; 8.07 ;25/03/2022;22/04/2022;DR4
559388; 1.45 ;25/03/2022;22/04/2022;DR4
559367; 0.33 ;25/03/2022;22/04/2022;DR4
559364; 0.56 ;25/03/2022;22/04/2022;DR4
559362; 35.50 ;25/03/2022;22/04/2022;DR4
570180; 1.62 ;25/03/2022;22/04/2022;DR4
558332; 6.91 ;25/03/2022;22/04/2022;DR4
558327; 11.23 ;25/03/2022;22/04/2022;DR4
557279; 13.95 ;25/03/2022;22/04/2022;DR4
558389; 3.01 ;25/03/2022;22/04/2022;DR4
577040; 16.79 ;25/03/2022;22/04/2022;DR4
577039; 16.15 ;25/03/2022;22/04/2022;DR4
577038; 33.99 ;25/03/2022;22/04/2022;DR4
577037; 33.86 ;25/03/2022;22/04/2022;DR4
577036; 23.18 ;25/03/2022;22/04/2022;DR4
577035; 34.18 ;25/03/2022;22/04/2022;DR4
577034; 16.80 ;25/03/2022;22/04/2022;DR4
577032; 12.88 ;25/03/2022;22/04/2022;DR4
577031; 18.27 ;25/03/2022;22/04/2022;DR4
577030; 13.44 ;25/03/2022;22/04/2022;DR4
577029; 16.62 ;25/03/2022;22/04/2022;DR4
577017; 7.94 ;25/03/2022;22/04/2022;DR4
577041; 13.39 ;25/03/2022;22/04/2022;DR4
577048; 18.79 ;25/03/2022;22/04/2022;DR4
577047; 43.05 ;25/03/2022;22/04/2022;DR4
577046; 42.61 ;25/03/2022;22/04/2022;DR4
577045; 12.74 ;25/03/2022;22/04/2022;DR4
577044; 18.51 ;25/03/2022;22/04/2022;DR4
577042; 37.63 ;25/03/2022;22/04/2022;DR4
552090; 2.40 ;25/03/2022;22/04/2022;DR4
552097; 0.65 ;25/03/2022;22/04/2022;DR4
553987; 16.55 ;25/03/2022;22/04/2022;DR4
553982; 8.06 ;25/03/2022;22/04/2022;DR4
553981; 16.74 ;25/03/2022;22/04/2022;DR4
553773; 1.33 ;25/03/2022;22/04/2022;DR4
522813; 1.32 ;25/03/2022;22/04/2022;DR4
558779; 7.48 ;25/03/2022;22/04/2022;DR4
558777; 3.63 ;25/03/2022;22/04/2022;DR4
558753; 9.10 ;25/03/2022;22/04/2022;DR4
558743; 20.14 ;25/03/2022;22/04/2022;DR4
557697; 5.89 ;25/03/2022;22/04/2022;DR4
554928; 6.30 ;25/03/2022;22/04/2022;DR4
554005; 6.67 ;25/03/2022;22/04/2022;DR4
571193; 7.43 ;25/03/2022;22/04/2022;DR4
577926; 5.21 ;25/03/2022;22/04/2022;DR4
577921; 2.09 ;25/03/2022;22/04/2022;DR4
573884; 1.19 ;25/03/2022;22/04/2022;DR4
559649; 2.00 ;25/03/2022;22/04/2022;DR4
559648; 1.96 ;25/03/2022;22/04/2022;DR4
559647; 3.66 ;25/03/2022;22/04/2022;DR4
559646; 1.24 ;25/03/2022;22/04/2022;DR4
559645; 4.66 ;25/03/2022;22/04/2022;DR4
559644; 4.33 ;25/03/2022;22/04/2022;DR4
559643; 4.77 ;25/03/2022;22/04/2022;DR4
559642; 4.38 ;25/03/2022;22/04/2022;DR4
558708; 19.59 ;25/03/2022;22/04/2022;DR4
559662; 11.06 ;25/03/2022;22/04/2022;DR4
559671; 3.03 ;25/03/2022;22/04/2022;DR4
559669; 3.68 ;25/03/2022;22/04/2022;DR4
559668; 2.01 ;25/03/2022;22/04/2022;DR4
559667; 2.01 ;25/03/2022;22/04/2022;DR4
513158; 1.57 ;25/03/2022;22/04/2022;DR4
512860; 0.49 ;25/03/2022;22/04/2022;DR4
521505; 2.12 ;25/03/2022;22/04/2022;DR4
579765; 3.77 ;25/03/2022;22/04/2022;DR4
552128; 12.02 ;25/03/2022;22/04/2022;DR4
554072; 5.63 ;25/03/2022;22/04/2022;DR4
554071; 7.26 ;25/03/2022;22/04/2022;DR4
554064; 0.50 ;25/03/2022;22/04/2022;DR4
554043; 6.27 ;25/03/2022;22/04/2022;DR4
554040; 7.13 ;25/03/2022;22/04/2022;DR4
557748; 5.67 ;25/03/2022;22/04/2022;DR4
557747; 10.00 ;25/03/2022;22/04/2022;DR4
557712; 2.08 ;25/03/2022;22/04/2022;DR4
557703; 12.96 ;25/03/2022;22/04/2022;DR4
556083; 2.52 ;25/03/2022;22/04/2022;DR4
558803; 1.49 ;25/03/2022;22/04/2022;DR4
558801; 0.96 ;25/03/2022;22/04/2022;DR4
554077; 9.70 ;25/03/2022;22/04/2022;DR4
573964; 4.60 ;25/03/2022;22/04/2022;DR4
558925; 1.69 ;25/03/2022;22/04/2022;DR4
558923; 1.71 ;25/03/2022;22/04/2022;DR4
558922; 1.70 ;25/03/2022;22/04/2022;DR4
558917; 3.19 ;25/03/2022;22/04/2022;DR4
558916; 3.16 ;25/03/2022;22/04/2022;DR4
558914; 3.17 ;25/03/2022;22/04/2022;DR4
559002; 3.51 ;25/03/2022;22/04/2022;DR4
558977; 5.58 ;25/03/2022;22/04/2022;DR4
558973; 6.96 ;25/03/2022;22/04/2022;DR4
558954; 6.22 ;25/03/2022;22/04/2022;DR4
558952; 30.11 ;25/03/2022;22/04/2022;DR4
